question,answer,options,correct_options,question_type,additional_data,metadata
"Let \(p\) be the number of all triangles that can be formed by joining the vertices of a regular polygon \(P\) of \(n\) sides and \(q\) be the number of all quadrilaterals that can be formed by joining the vertices of \(P\). If \(p + q = 126\), then the eccentricity of the ellipse \(\frac{x^2}{16} + \frac{y^2}{n} = 1\) is:",\frac{1}{\sqrt{2}},"['\\frac{3}{4}' '\\frac{1}{2}' '\\frac{\\sqrt{7}}{4}'
 '\\frac{1}{\\sqrt{2}}']",[3],1,{},{}
"Consider the lines \(L_1: x - 1 = y - 2 = z\) and \(L_2: x - 2 = y - 2 = z - 1\). Let the feet of the perpendiculars from the point \(P(5,1,-3)\) on the lines \(L_1\) and \(L_2\) be \(Q\) and \(R\) respectively. If the area of the triangle \(PQR\) is \(A\), then \(4A^2\) is equal to:",147,['139' '147' '151' '143'],[1],1,{},{}
The number of real roots of the equation \(x\lvert x - 2\rvert + 3\lvert x - 3\rvert + 1 = 0\) is:,1,['4' '2' '1' '3'],[2],1,{},{}
"Let \(e_1\) and \(e_2\) be the eccentricities of the ellipse \(\tfrac{x^2}{a^2}+\tfrac{y^2}{25}=1\) and the hyperbola \(\tfrac{x^2}{16}-\tfrac{y^2}{b^2}=1\), respectively. If \(b<5\) and \(e_1e_2=1\), then the eccentricity of the ellipse having its axes along the coordinate axes and passing through all four foci (two of the ellipse and two of the hyperbola) is:",\tfrac{3}{5},"['\\tfrac{4}{5}' '\\tfrac{3}{5}' '\\tfrac{\\sqrt{7}}{4}'
 '\\tfrac{\\sqrt{3}}{2}']",[1],1,{},{}
"Let the system of equations \(x + 5y - z = 1\), \(4x + 3y - 3z = 7\), and \(24x + y + \lambda z = \mu\), with \(\lambda,\mu \in \mathbb{R}\), have infinitely many solutions. Then the number of solutions of this system, if \(x,y,z\) are integers and satisfy \(7 \le x+y+z \le 77\), is:",3,['3' '6' '5' '4'],[0],1,{},{}
"If the sum of the second, fourth and sixth terms of a G.P. of positive terms is 21 and the sum of its eighth, tenth and twelfth terms is 15309, then the sum of its first nine terms is:",757,['760' '755' '750' '757'],[3],1,{},{}
"If the function \(f(x) = \frac{\tan(\tan x) - \sin(\sin x)}{\tan x - \sin x}\) is continuous at \(x = 0\), then \(f(0)\) is equal to:",2,[],[],0,{},{}
"If 
\[ \int \left( \frac{1}{x} + \frac{1}{x^3} \right) \left( \sqrt{3x^{-24} + x^{-26}} \right) dx \] 
is equal to 
\[ \frac{\alpha}{3(\alpha + 1)} \left(3x^{\beta} + x^{\gamma}\right)^{\frac{\alpha + 1}{\alpha}} + C,\ x > 0, \] 
where \(\alpha, \beta, \gamma \in \mathbb{Z}\), and \(C\) is the constant of integration, then \(\alpha + \beta + \gamma\) is equal to:",19,[],[],0,{},{}
"For \( t > -1 \), let \( \alpha_t \) and \( \beta_t \) be the roots of the equation 
\[ \left((t + 2)^{\frac{1}{7}} - 1\right)x^2 + \left((t + 2)^{\frac{1}{6}} - 1\right)x + \left((t + 2)^{\frac{1}{21}} - 1\right) = 0. \] 
If \( \lim_{t \to -1^+} \alpha_t = a \) and \( \lim_{t \to -1^+} \beta_t = b \), then \( 72(a + b)^2 \) is equal to:",98,[],[],0,{},{}
"Let the lengths of the transverse and conjugate axes of a hyperbola in standard form be 2a and 2b, respectively, and one focus and the corresponding directrix of this hyperbola be (-5, 0) and 5x + 9 = 0, respectively. If the product of the focal distances of a point \( (\alpha, 2\sqrt{5}) \) on the hyperbola is p, then 4p is equal to:",189,[],[],0,{},{}
"The sum of the series 
\[ 2 \times 1 \times \binom{20}{4} - 3 \times 2 \times \binom{20}{5} + 4 \times 3 \times \binom{20}{6} - 5 \times 4 \times \binom{20}{7} + \ldots + 18 \times 17 \times \binom{20}{20} \] 
is equal to:",34,[],[],0,{},{}
Evaluate the limit: \( \lim_{x \to \infty} \frac{\tan\left(5x^{1/3}\right) \log_e(1 + 3x^2)}{\left(\tan^{-1}(3\sqrt{x})\right)^2 \left(e^{5x^{4/3}} - 1\right)} \) is equal to:,1/3,['1/15' '1' '1/3' '5/3'],[2],1,{},{}
"If the shortest distance between the lines \(\frac{x - 1}{2} = \frac{y - 2}{3} = \frac{z - 3}{4}\) and \(\frac{x}{1} = \frac{y}{\alpha} = \frac{z - 5}{1}\) is \(\frac{5}{\sqrt{6}}\), then the sum of all possible values of \(\alpha\) is:",-3,['3/2' '-3/2' '3' '-3'],[3],1,{},{}
"Let \(x = -1\) and \(x = 2\) be the critical points of the function \(f(x) = x^3 + ax^2 + b \log_2|x| + 1,\ x \ne 0\). Let \(m\) and \(M\) respectively be the absolute minimum and the absolute maximum values of \(f\) in the interval \(\left[-2, -\frac{1}{2}\right]\). Then \(|M + m|\) is equal to: (Take \(\log_2 2 = 0.7\))",21.1,['21.1' '19.8' '22.1' '20.9'],[0],1,{},{}
The remainder when \( (64^{64})^{64} \) is divided by 7 is equal to:,1,['4' '1' '3' '6'],[1],1,{},{}
"Let P be the parabola, whose focus is \((-2, 1)\) and directrix is \(2x + y + 2 = 0\). Then the sum of the ordinates of the points on P, whose abscissa is \(-2\), is:",3/2,['3/2' '5/2' '1/4' '3/4'],[0],1,{},{}
"Let \( y = y(x) \) be the solution curve of the differential equation \( x(x^2 + e^x)dy + (e^x(x - 2)y - x^3)dx = 0,\ x > 0 \), passing through the point \((1, 0)\). Then \( y(2) \) is equal to:",\( \frac{4}{4 + e^2} \),"['\\( \\frac{4}{4 - e^2} \\)' '\\( \\frac{2}{2 + e^2} \\)'
 '\\( \\frac{2}{2 - e^2} \\)' '\\( \\frac{4}{4 + e^2} \\)']",[3],1,{},{}
"From a group of 7 batsmen and 6 bowlers, 10 players are to be chosen for a team, which should include at least 4 batsmen and at least 4 bowlers. One batsman and one bowler who are captain and vice-captain respectively of the team should be included. Then the total number of ways such a selection can be made, is:",155,['165' '155' '145' '135'],[1],1,{},{}
"If for \( \theta \in \left[ -\frac{\pi}{3}, 0 \right] \), the points \( (x, y) = \left( 3 \tan\left(\theta + \frac{\pi}{3}\right), 2 \tan\left(\theta + \frac{\pi}{6}\right) \right) \) lie on \( xy + \alpha x + \beta y + \gamma = 0 \), then \( \alpha^2 + \beta^2 + \gamma^2 \) is equal to:",75,['80' '72' '96' '75'],[3],1,{},{}
"Let \( C_1 \) be the circle in the third quadrant of radius 3, that touches both coordinate axes. Let \( C_2 \) be the circle with centre \((1, 3)\) that touches \( C_1 \) externally at the point \((\alpha, \beta)\). If \( (\beta - \alpha)^2 = \frac{m}{n} \), \( \gcd(m, n) = 1 \), then \( m + n \) is equal to:",22,['9' '13' '22' '31'],[2],1,{},{}
"The integral \( \int_{0}^{\frac{\pi}{2}} \frac{(x + 3) \sin x}{1 + 3 \cos^2 x} \, dx \) is equal to:",\( \frac{\pi}{3\sqrt{3}} (\pi + 6) \),"['\\( \\frac{\\pi}{\\sqrt{3}} (\\pi + 1) \\)'
 '\\( \\frac{\\pi}{\\sqrt{3}} (\\pi + 2) \\)'
 '\\( \\frac{\\pi}{3\\sqrt{3}} (\\pi + 6) \\)'
 '\\( \\frac{\\pi}{2\\sqrt{3}} (\\pi + 4) \\)']",[2],1,{},{}
"Among the statements:
(S1): The set \( \{ z \in \mathbb{C} \setminus \{-i\} : |z| = 1 \text{ and } \frac{z - i}{z + i} \text{ is purely real} \} \) contains exactly two elements, and
(S2): The set \( \{ z \in \mathbb{C} \setminus \{-1\} : |z| = 1 \text{ and } \frac{z - 1}{z + 1} \text{ is purely imaginary} \} \) contains infinitely many elements.
Which of the following is correct?",only (S2) is correct,"['both are incorrect' 'only (S1) is correct' 'only (S2) is correct'
 'both are correct']",[2],2,{},{}
"The mean and standard deviation of 100 observations are 40 and 5.1, respectively. By mistake, one observation is taken as 50 instead of 40. If the correct mean and the correct standard deviation are \( \mu \) and \( \sigma \) respectively, then \( 10(\mu + \sigma) \) is equal to:",449,['445' '451' '447' '449'],[3],1,{},{}
"Let \( x_1, x_2, x_3, x_4 \) be in a geometric progression. If 2, 7, 9, 5 are subtracted respectively from \( x_1, x_2, x_3, x_4 \), then the resulting numbers are in an arithmetic progression. Then the value of \( \frac{1}{24} x_1 x_2 x_3 x_4 \) is:",216,['72' '18' '36' '216'],[3],1,{},{}
"Let the set of all values of \( p \in \mathbb{R} \), for which both the roots of the equation \( x^2 - (p + 2)x + (2p + 9) = 0 \) are negative real numbers, be the interval \( (\alpha, \beta] \). Then \( \beta - 2\alpha \) is equal to:",5,['0' '9' '5' '20'],[2],1,{},{}
"Let \( A \) be a \( 3 \times 3 \) matrix such that \( |\operatorname{adj} (\operatorname{adj}(\operatorname{adj} A))| = 81 \). If \[ S = \left\{ n \in \mathbb{Z} : |\operatorname{adj}(\operatorname{adj} A)|^{\frac{(n-1)^2}{2}} = |A|^{3n^2 - 5n - 4} \right\}, \] then \( \sum_{n \in S} \left| A^{n^2 + n} \right| \) is equal to:",732,['866' '750' '820' '732'],[3],1,{},{}
"If the area of the region bounded by the curves \( y = 4 - \frac{x^2}{4} \) and \( y = \frac{x - 4}{2} \) is equal to \( \alpha \), then \( 6\alpha \) equals:",250,['250' '210' '240' '220'],[0],1,{},{}
"Let the system of equations:
\[\begin{aligned}
2x + 3y + 5z &= 9, \\
7x + 3y - 2z &= 8, \\
12x + 3y - (4 + \lambda)z &= 16 - \mu
\end{aligned}\]
have infinitely many solutions. Then the radius of the circle centred at \((\lambda, \mu)\) and touching the line \(4x = 3y\) is:",\( \frac{7}{5} \),"['\\( \\frac{17}{5} \\)' '\\( \\frac{7}{5} \\)' '7'
 '\\( \\frac{21}{5} \\)']",[1],1,{},{}
"Let the line \( L \) pass through \((1, 1, 1)\) and intersect the lines \[ \frac{x - 1}{2} = \frac{y + 1}{3} = \frac{z - 1}{4} \quad \text{and} \quad \frac{x - 3}{1} = \frac{y - 4}{2} = \frac{z}{1}. \] Then, which of the following points lies on the line \( L \)?","(7, 15, 13)","['(4, 22, 7)' '(5, 4, 3)' '(10, -29, -50)' '(7, 15, 13)']",[3],2,{},{}
"Let the angle \( \theta \), \( 0 < \theta < \frac{\pi}{2} \), be the angle between two unit vectors \( \hat{a} \) and \( \hat{b} \), and \( \theta = \sin^{-1}\left(\frac{\sqrt{65}}{9}\right) \). If the vector \( \vec{c} = 3\hat{a} + 6\hat{b} + 9(\hat{a} \times \hat{b}) \), then the value of \( 9(\vec{c} \cdot \hat{a}) - 3(\vec{c} \cdot \hat{b}) \) is:",29,['31' '27' '29' '24'],[2],1,{},{}
"Let ABC be the triangle such that the equations of lines AB and AC be \( 3y - x = 2 \) and \( x + y = 2 \), respectively, and the points B and C lie on the x-axis. If P is the orthocentre of the triangle ABC, then the area of the triangle PBC is equal to:",6,['4' '10' '8' '6'],[3],1,{},{}
"The number of points of discontinuity of the function \( f(x) = \left\lfloor \frac{x^2}{2} \right\rfloor - \left\lfloor \sqrt{x} \right\rfloor, x \in [0, 4] \), where \( \lfloor \cdot \rfloor \) denotes the greatest integer function, is _____",8,[],[],0,{},{}
"The number of relations on the set \( A = \{1, 2, 3\} \) containing at most 6 elements including \((1, 2)\), which are reflexive and transitive but not symmetric, is _____",6,[],[],0,{},{}
"Consider the hyperbola \( \frac{x^2}{a^2} - \frac{y^2}{b^2} = 1 \) having one of its foci at \( P = (-3, 0) \). If the latus rectum through its other focus subtends a right angle at P and \( a^2 b^2 = \alpha \sqrt{2} - \beta \), \( \alpha, \beta \in \mathbb{N} \), then",1944,[],[],0,{},{}
"The number of singular matrices of order 2, whose elements are from the set \( \{2, 3, 6, 9\} \), is _____",36,[],[],0,{},{}
"For \( n \geq 2 \), let \( S_n \) denote the set of all subsets of \( \{1, 2, \ldots, n\} \) with no two consecutive numbers. For example, \( \{1, 3, 5\} \in S_6 \), but \( \{1, 2, 4\} \notin S_6 \). Then \( n(S_5) \) is equal to _____",13,[],[],0,{},{}
"Let the values of \( \lambda \) for which the shortest distance between the lines \( \frac{x-1}{2} = \frac{y-2}{3} = \frac{z-3}{4} \) and \( \frac{x - \lambda}{3} = \frac{y - 4}{4} = \frac{z - 5}{5} \) is \( \frac{1}{\sqrt{6}} \) be \( \lambda_1 \) and \( \lambda_2 \). Then the radius of the circle passing through the points (0, 0), \( (\lambda_1, \lambda_2) \) and \( (\lambda_2, \lambda_1) \) is",5\sqrt{2}/3,['5\\sqrt{2}/3' '4' '\\sqrt{2}/3' '3'],[0],1,{},{}
"Let \( \alpha \) be a solution of \( x^2 + x + 1 = 0 \), and for some a and b in \( \mathbb{R} \), \([4 \; a \; b] \begin{bmatrix}1 & 16 & 13 \\ -1 & -1 & 2 \\ -2 & -14 & -8\end{bmatrix} = [0 \; 0 \; 0]\). If \( \frac{4}{\alpha^4} + \frac{m}{\alpha} + \frac{n}{\alpha^2} = 3 \), then m + n is equal to",11,['3' '11' '7' '8'],[1],1,{},{}
"Let the function \( f(x) = \frac{x}{3} + \frac{3}{x} + 3, \; x \ne 0 \) be strictly increasing in \( (-\infty, \alpha_1) \cup (\alpha_2, \infty) \) and strictly decreasing in \( (\alpha_1, \alpha_2) \cup (\alpha_4, \alpha_5) \). Then \( \sum_{i=1}^{5} \alpha_i^2 \) is equal to:",36,['48' '28' '40' '36'],[3],1,{},{}
"If \( \frac{1}{1^4} + \frac{1}{2^4} + \frac{1}{3^4} + \ldots = \frac{\pi^4}{90} \),

\( \frac{1}{1^4} + \frac{1}{3^4} + \frac{1}{5^4} + \ldots = \alpha \),

\( \frac{1}{2^4} + \frac{1}{4^4} + \frac{1}{6^4} + \ldots = \beta \),

then \( \frac{\alpha}{\beta} \) is equal to",15,['23' '18' '15' '14'],[2],1,{},{}
"If A and B are two events such that \( P(A) = 0.7 \), \( P(B) = 0.4 \) and \( P(A \cap \overline{B}) = 0.5 \), where \( \overline{B} \) denotes the complement of B, then \( P(B \mid (A \cup \overline{B})) \) is equal to:",1/4,['1/4' '1/2' '1/6' '1/3'],[0],1,{},{}
"The sum of the squares of the roots of \( |x + 2|^2 + |x - 2| - 2 = 0 \) and the squares of the roots of \( x^2 - 2|x - 3| - 5 = 0 \), is:",36,['26' '36' '30' '24'],[1],1,{},{}
Let \( a \) be the length of a side of a square OABC with O being the origin. Its side OA makes an acute angle \( \alpha \) with the positive x-axis and the equations of its diagonals are \( (\sqrt{3} + 1)x + (\sqrt{3} - 1)y = 0 \) and \( (\sqrt{3} - 1)x - (\sqrt{3} + 1)y + 8\sqrt{3} = 0 \). Then \( a^2 \) is equal to:,48,['48' '32' '16' '24'],[0],1,{},{}
"Let \( f(x) \) be a positive function and \[ I_1 = \int_{-\frac{1}{2}}^{1} 2x f(2x(1 - 2x)) \, dx \quad \text{and} \quad I_2 = \int_{-1}^{\frac{1}{2}} f(x(1 - x)) \, dx. \] Then the value of \( \frac{I_2}{I_1} \) is equal to:",4,['9' '6' '12' '4'],[3],1,{},{}
Let \( \vec{a} = \hat{i} + 2\hat{j} + \hat{k} \) and \( \vec{b} = 2\hat{i} + \hat{j} - \hat{k} \). Let \( \vec{c} \) be a unit vector in the plane of the vectors \( \vec{a} \) and \( \vec{b} \) and be perpendicular to \( \vec{a} \). Then such a vector \( \vec{c} \) is:,\( \frac{1}{\sqrt{2}} (-\hat{i} + \hat{k}) \),"['\\( \\frac{1}{\\sqrt{5}} (\\hat{j} - 2\\hat{k}) \\)'
 '\\( \\frac{1}{\\sqrt{3}} (-\\hat{i} + \\hat{j} - \\hat{k}) \\)'
 '\\( \\frac{1}{\\sqrt{3}} (\\hat{i} - \\hat{j} + \\hat{k}) \\)'
 '\\( \\frac{1}{\\sqrt{2}} (-\\hat{i} + \\hat{k}) \\)']",[3],1,{},{}
"Let the ellipse \( 3x^2 + py^2 = 4 \) pass through the centre C of the circle \( x^2 + y^2 - 2x - 4y - 11 = 0 \) of radius \( r \). Let \( f_1, f_2 \) be the focal distances of the point C on the ellipse. Then \( 6f_1f_2 - r \) is equal to:",70,['74' '68' '70' '78'],[2],1,{},{}
"The integral \( \int_{-1}^{\frac{3}{2}} \left| \pi^2 x \sin(\pi x) \right| \, dx \) is equal to:",1 + 3\pi,['3 + 2\\pi' '4 + \\pi' '1 + 3\\pi' '2 + 3\\pi'],[2],1,{},{}
"A line passing through the point \( P(a, \theta) \) makes an acute angle \( \alpha \) with the positive x-axis. Let this line be rotated about the point P through an angle \( \frac{\alpha}{2} \) in the clockwise direction. If in the new position, the slope of the line is \( 2 - \sqrt{3} \) and its distance from the origin is \( \frac{1}{\sqrt{2}} \), then the value of \( 3a^2 \tan^2 \alpha - 2\sqrt{3} \) is:",4,['4' '6' '5' '8'],[0],1,{},{}
"There are 12 points in a plane, no three of which are in the same straight line, except 5 points which are collinear. Then the total number of triangles that can be formed with the vertices at any three of these 12 points is:",210,['230' '220' '200' '210'],[3],1,{},{}
"Let \( A = \left\{ \theta \in [0, 2\pi] : 1 + 10\,\text{Re} \left( \frac{2\cos\theta + i\sin\theta}{\cos\theta - 3i\sin\theta} \right) = 0 \right\}. \) Then \( \sum_{\theta \in A} \theta^2 \) is equal to:",\( \frac{21}{4} \pi^2 \),"['\\( \\frac{21}{4} \\pi^2 \\)' '\\( 8\\pi^2 \\)'
 '\\( \\frac{27}{4} \\pi^2 \\)' '\\( 6\\pi^2 \\)']",[0],1,{},{}
The number of integral terms in the expansion of \( \left( \frac{1}{5^2} + \frac{1}{7^8} \right)^{1016} \) is:,128,['127' '130' '129' '128'],[3],1,{},{}
"Let \( A = \{0, 1, 2, 3, 4, 5\} \). Let \( R \) be a relation on \( A \) defined by \( (x, y) \in R \) if and only if \( \max\{x, y\} \in \{3, 4\} \). Then among the statements  
(S₁): The number of elements in R is 18, and  
(S₂): The relation R is symmetric but neither reflexive nor transitive  
Which of the following is correct?",only (S₂) is true,['both are true' 'both are false' 'only (S₂) is true' 'only (S₁) is true'],[2],2,{},{}
"Let \( f(x) = x - 1 \) and \( g(x) = e^x \) for \( x \in \mathbb{R} \). If \[ \frac{dy}{dx} = \left( e^{-2\sqrt{x}} g(f(f(f(x)))) - \frac{y}{\sqrt{x}} \right), \quad y(0) = 0, \] then \( y(1) \) is:",\( \frac{e - 1}{e^4} \),"['\\( \\frac{1 - e^2}{e^4} \\)' '\\( \\frac{2e - 1}{e^3} \\)'
 '\\( \\frac{e - 1}{e^4} \\)' '\\( \\frac{1 - e^3}{e^4} \\)']",[2],1,{},{}
The value of \[ \cot^{-1} \left( \frac{\sqrt{1 + \tan^2(2)} - 1}{\tan(2)} \right) - \cot^{-1} \left( \frac{\sqrt{1 + \tan^2\left(\frac{1}{2}\right)} + 1}{\tan\left(\frac{1}{2}\right)} \right) \] is equal to:,\( \pi - \frac{5}{4} \),"['\\( \\pi - \\frac{5}{4} \\)' '\\( \\pi - \\frac{3}{2} \\)'
 '\\( \\pi + \\frac{3}{2} \\)' '\\( \\pi + \\frac{5}{2} \\)']",[0],1,{},{}
"Let \( A = \begin{bmatrix} 2 & 2 + p & 2 + p + q \\ 4 & 6 + 2p & 8 + 3p + 2q \\ 6 & 12 + 3p & 20 + 6p + 3q \end{bmatrix} \). If \( \det(\text{adj}(\text{adj}(3A))) = 2^m \cdot 3^n \), \( m, n \in \mathbb{N} \), then \( m + n \) is equal to:",24,['22' '24' '26' '20'],[1],1,{},{}
"Given below are two statements:

**Statement I:** \[ \lim_{x \to 0} \left( \frac{\tan^{-1}x + \log_e \left( \frac{\sqrt{1 + x} - \sqrt{1 - x}}{x} \right) - 2x}{x^5} \right) = \frac{2}{5} \]

**Statement II:** \[ \lim_{x \to 1} \left( \frac{2}{x^{1 - x}} \right) = \frac{1}{e^2} \]

In the light of the above statements, choose the correct answer from the options given below:",Both Statement I and Statement II are true,"['Statement I is false but Statement II is true'
 'Statement I is true but Statement II is false'
 'Both Statement I and Statement II are false'
 'Both Statement I and Statement II are true']",[3],2,{},{}
"Let the area of the bounded region \( \{(x, y) : 0 \leq 9x \leq y^2, \; y \geq 3x - 6 \} \) be \( A \). Then \( 6A \) is equal to _____",15,[],[],0,{},{}
"Let the domain of the function \( f(x) = \cos^{-1} \left( \frac{4x + 5}{3x - 7} \right) \) be \( [\alpha, \beta] \) and the domain of \( g(x) = \log_2(2 - 6\log_7(2x + 5)) \) be \( [\gamma, \delta] \). Then \( |7(\alpha + \beta) + 4(\gamma + \delta)| \) is equal to _____",96,[],[],0,{},{}
"Let the area of the triangle formed by the lines \( x + 2 = y - 1 = z \), \( \frac{x - 3}{5} = \frac{y}{-1} = \frac{z - 1}{1} \), and \( \frac{x}{-3} = \frac{y - 3}{3} = \frac{z - 2}{1} \) be \( A \). Then \( A^2 \) is equal to _____",56,[],[],0,{},{}
The product of the last two digits of \( (1919)^{1919} \) is _____,63,[],[],0,{},{}
"Let \( r \) be the radius of the circle, which touches the x-axis at point \( (a, 0), \; a < 0 \) and the parabola \( y^2 = 9x \) at the point \( (4, 6) \). Then \( r \) is equal to _____",30,[],[],0,{},{}
